round: 2
step: 0
No movement. id: 0; pos: (51, 57); energy: 999
65: 84x26; health: 100; energy: 980
Movement. id: 66; pos: (48, 99); energy: 976
66: 47x99; health: 100; energy: 978
Movement. id: 67; pos: (29, 22); energy: 976
67: 28x21; health: 100; energy: 978
Movement. id: 68; pos: (43, 99); energy: 976
68: 42x99; health: 100; energy: 978
Movement. id: 69; pos: (72, 30); energy: 972
69: 71x30; health: 92; energy: 974
Movement. id: 70; pos: (42, 18); energy: 966
Defence. id: 70; pos: (42, 18); target: 2; defence: 3
70: 36x18; health: 82; energy: 968
Movement. id: 71; pos: (39, 53); energy: 955
Attack. id: 71; pos: (39, 53); target: 50; attack: 0
71: 39x52; health: 100; energy: 957
Movement. id: 72; pos: (40, 19); energy: 991
72: 33x12; health: 70; energy: 993
Added energy on point. id: 73; pos: (86, 45); energy: 1000
No movement. id: 73; pos: (86, 45); energy: 999
Attack. id: 73; pos: (86, 45); target: 21; attack: 6
73: 86x45; health: 88; energy: 989
Movement. id: 74; pos: (66, 9); energy: 991
74: 68x10; health: 100; energy: 993
Added energy on point. id: 75; pos: (5, 64); energy: 1000
No movement. id: 75; pos: (5, 64); energy: 999
75: 5x64; health: 100; energy: 999
Added energy on point. id: 76; pos: (86, 45); energy: 1000
No movement. id: 76; pos: (86, 45); energy: 999
Attack. id: 76; pos: (86, 45); target: 21; attack: 19
76: 86x45; health: 100; energy: 989
step: 4
Movement. id: 0; pos: (53, 58); energy: 992
0: 52x58; health: 100; energy: 994
Added energy on point. id: 1; pos: (70, 33); energy: 1000
No movement. id: 1; pos: (70, 33); energy: 999
Defence. id: 1; pos: (70, 33); target: 4; defence: 38
1: 70x33; health: 84; energy: 989
Movement. id: 2; pos: (52, 16); energy: 970
2: 43x16; health: 92; energy: 972
Added energy on point. id: 3; pos: (99, 68); energy: 1000
No movement. id: 3; pos: (99, 68); energy: 999
Attack. id: 3; pos: (99, 68); target: 55; attack: 0
3: 99x68; health: 100; energy: 989
Added energy on point. id: 4; pos: (70, 33); energy: 1000
No movement. id: 4; pos: (70, 33); energy: 999
Health redistribution. id: 4; pos: (70,33); attack: 5, -5; defence: 85, 5; speed: 10, 0
4: 70x33; health: 100; energy: 994
Movement. id: 5; pos: (19, 15); energy: 975
5: 18x15; health: 73; energy: 977
Movement. id: 6; pos: (19, 59); energy: 992
6: 19x58; health: 100; energy: 994
Movement. id: 7; pos: (75, 84); energy: 991
7: 74x84; health: 100; energy: 993
Movement. id: 8; pos: (25, 44); energy: 991
8: 25x43; health: 100; energy: 993
No movement. id: 9; pos: (18, 13); energy: 957
Attack. id: 9; pos: (18, 13); target: 13; attack: 1
9: 18x13; health: 98; energy: 958
Movement. id: 10; pos: (50, 39); energy: 991
10: 50x38; health: 100; energy: 993
Movement. id: 11; pos: (61, 45); energy: 990
11: 61x44; health: 100; energy: 992
Movement. id: 12; pos: (81, 22); energy: 992
12: 80x21; health: 100; energy: 994
No movement. id: 13; pos: (18, 13); energy: 947
Defence. id: 13; pos: (18, 13); target: 9; defence: 6
Health redistribution. id: 13; pos: (18,13); attack: 34, -1; defence: 28, 1; speed: 10, 0
13: 18x13; health: 78; energy: 948
No movement. id: 14; pos: (55, 76); energy: 992
14: 55x76; health: 100; energy: 993
Movement. id: 15; pos: (40, 74); energy: 991
15: 40x73; health: 100; energy: 993
Movement. id: 16; pos: (49, 11); energy: 990
16: 49x10; health: 100; energy: 992
Movement. id: 17; pos: (62, 6); energy: 991
17: 61x5; health: 100; energy: 993
Movement. id: 18; pos: (80, 38); energy: 991
18: 80x37; health: 100; energy: 993
Movement. id: 19; pos: (72, 73); energy: 991
19: 71x72; health: 100; energy: 993
No movement. id: 20; pos: (47, 55); energy: 988
20: 47x55; health: 89; energy: 989
Movement. id: 21; pos: (86, 45); energy: 966
21: 85x44; health: 59; energy: 968
Movement. id: 22; pos: (94, 43); energy: 991
22: 93x42; health: 100; energy: 993
No movement. id: 23; pos: (85, 59); energy: 976
23: 85x59; health: 73; energy: 977
Movement. id: 24; pos: (78, 24); energy: 991
24: 77x24; health: 100; energy: 993
Movement. id: 25; pos: (96, 61); energy: 970
25: 95x60; health: 84; energy: 972
Movement. id: 26; pos: (99, 8); energy: 992
26: 99x7; health: 100; energy: 994
27: 87x58; health: 55; energy: 0
Movement. id: 28; pos: (79, 9); energy: 265
28: 81x9; health: 55; energy: 267
Movement. id: 29; pos: (85, 59); energy: 833
Attack. id: 29; pos: (85, 59); target: 23; attack: 14
29: 84x59; health: 100; energy: 835
Added health on point. id: 30; pos: (72, 40); health: 100
Movement. id: 30; pos: (70, 33); energy: 886
Attack. id: 30; pos: (70, 33); target: 1; attack: 4
30: 72x40; health: 97; energy: 888
Movement. id: 31; pos: (95, 60); energy: 864
Attack. id: 31; pos: (95, 60); target: 25; attack: 6
Health redistribution. id: 31; pos: (95,60); attack: 28, 1; defence: 52, -1; speed: 10, 0
31: 94x60; health: 90; energy: 866
Movement. id: 32; pos: (69, 61); energy: 952
32: 68x61; health: 98; energy: 954
Movement. id: 33; pos: (28, 36); energy: 952
33: 28x35; health: 100; energy: 954
Movement. id: 34; pos: (92, 99); energy: 955
34: 92x99; health: 100; energy: 957
No movement. id: 35; pos: (18, 53); energy: 953
35: 18x53; health: 100; energy: 954
Movement. id: 36; pos: (79, 89); energy: 953
36: 79x88; health: 100; energy: 955
Movement. id: 37; pos: (24, 43); energy: 953
37: 23x42; health: 100; energy: 955
Movement. id: 38; pos: (99, 12); energy: 954
38: 99x12; health: 100; energy: 956
Movement. id: 39; pos: (31, 63); energy: 954
39: 30x62; health: 100; energy: 956
No movement. id: 40; pos: (49, 99); energy: 956
40: 49x99; health: 100; energy: 957
Movement. id: 41; pos: (59, 84); energy: 957
41: 59x83; health: 100; energy: 959
Movement. id: 42; pos: (84, 93); energy: 958
42: 83x92; health: 100; energy: 960
Movement. id: 43; pos: (96, 99); energy: 957
43: 95x99; health: 100; energy: 959
Movement. id: 44; pos: (43, 58); energy: 951
44: 43x57; health: 94; energy: 953
Movement. id: 45; pos: (74, 59); energy: 957
45: 73x58; health: 100; energy: 959
No movement. id: 46; pos: (63, 20); energy: 958
46: 63x20; health: 100; energy: 959
Movement. id: 47; pos: (85, 63); energy: 957
47: 84x62; health: 100; energy: 959
No movement. id: 48; pos: (99, 14); energy: 959
48: 99x14; health: 100; energy: 960
No movement. id: 49; pos: (49, 84); energy: 959
49: 49x84; health: 100; energy: 960
Movement. id: 50; pos: (40, 54); energy: 951
50: 39x54; health: 97; energy: 953
Movement. id: 51; pos: (29, 17); energy: 972
51: 29x16; health: 100; energy: 974
Movement. id: 52; pos: (97, 99); energy: 973
52: 96x99; health: 100; energy: 975
Movement. id: 53; pos: (76, 63); energy: 975
53: 75x63; health: 100; energy: 977
Movement. id: 54; pos: (83, 39); energy: 975
54: 82x38; health: 100; energy: 977
Added energy on point. id: 55; pos: (99, 68); energy: 1000
No movement. id: 55; pos: (99, 68); energy: 999
55: 99x68; health: 97; energy: 965
No movement. id: 56; pos: (99, 9); energy: 975
56: 99x9; health: 100; energy: 976
No movement. id: 57; pos: (98, 11); energy: 973
57: 98x11; health: 100; energy: 974
Movement. id: 58; pos: (10, 45); energy: 972
58: 9x45; health: 100; energy: 974
Movement. id: 59; pos: (66, 63); energy: 973
59: 65x62; health: 100; energy: 975
Movement. id: 60; pos: (76, 99); energy: 972
60: 75x99; health: 100; energy: 974
Movement. id: 61; pos: (38, 14); energy: 972
61: 38x13; health: 100; energy: 974
Movement. id: 62; pos: (99, 16); energy: 974
62: 99x15; health: 100; energy: 976
Movement. id: 63; pos: (61, 20); energy: 974
63: 60x20; health: 100; energy: 976
No movement. id: 64; pos: (53, 99); energy: 975
64: 53x99; health: 100; energy: 976
No movement. id: 65; pos: (84, 26); energy: 978
65: 84x26; health: 100; energy: 979
Movement. id: 66; pos: (49, 99); energy: 974
66: 48x99; health: 100; energy: 976
Movement. id: 67; pos: (30, 22); energy: 974
67: 29x22; health: 100; energy: 976
Movement. id: 68; pos: (44, 99); energy: 974
68: 43x99; health: 100; energy: 976
Movement. id: 69; pos: (72, 31); energy: 970
69: 72x30; health: 92; energy: 972
Movement. id: 70; pos: (48, 17); energy: 954
Defence. id: 70; pos: (48, 17); target: 2; defence: 3
70: 42x18; health: 79; energy: 956
Movement. id: 71; pos: (39, 54); energy: 943
Attack. id: 71; pos: (39, 54); target: 50; attack: 4
71: 39x53; health: 100; energy: 945
Movement. id: 72; pos: (47, 12); energy: 989
72: 40x19; health: 70; energy: 991
Added energy on point. id: 73; pos: (86, 45); energy: 1000
No movement. id: 73; pos: (86, 45); energy: 999
Attack. id: 73; pos: (86, 45); target: 21; attack: 16
73: 86x45; health: 88; energy: 989
Added energy on point. id: 74; pos: (66, 9); energy: 1000
No movement. id: 74; pos: (66, 9); energy: 999
74: 66x9; health: 100; energy: 991
Added energy on point. id: 75; pos: (5, 64); energy: 1000
No movement. id: 75; pos: (5, 64); energy: 999
75: 5x64; health: 100; energy: 999
Added energy on point. id: 76; pos: (86, 45); energy: 1000
No movement. id: 76; pos: (86, 45); energy: 999
Attack. id: 76; pos: (86, 45); target: 21; attack: 21
76: 86x45; health: 100; energy: 989
step: 5
Movement. id: 0; pos: (54, 59); energy: 990
0: 53x58; health: 100; energy: 992
Added energy on point. id: 1; pos: (70, 33); energy: 1000
No movement. id: 1; pos: (70, 33); energy: 999
Defence. id: 1; pos: (70, 33); target: 4; defence: 36
1: 70x33; health: 51; energy: 984
Movement. id: 2; pos: (54, 16); energy: 963
2: 52x16; health: 92; energy: 965
Added energy on point. id: 3; pos: (99, 68); energy: 1000
No movement. id: 3; pos: (99, 68); energy: 999
Defence. id: 3; pos: (99, 68); target: 55; defence: 4
3: 99x68; health: 100; energy: 989
Added energy on point. id: 4; pos: (70, 33); energy: 1000
No movement. id: 4; pos: (70, 33); energy: 999
4: 70x33; health: 100; energy: 994
Movement. id: 5; pos: (20, 15); energy: 973
5: 19x15; health: 73; energy: 975
Movement. id: 6; pos: (19, 60); energy: 990
6: 19x59; health: 100; energy: 992
Movement. id: 7; pos: (76, 84); energy: 989
7: 75x84; health: 100; energy: 991
No movement. id: 8; pos: (25, 44); energy: 990
8: 25x44; health: 100; energy: 991
No movement. id: 9; pos: (18, 13); energy: 941
Attack. id: 9; pos: (18, 13); target: 13; attack: 10
9: 18x13; health: 98; energy: 942
No movement. id: 10; pos: (50, 39); energy: 990
10: 50x39; health: 100; energy: 991
No movement. id: 11; pos: (61, 45); energy: 989
11: 61x45; health: 100; energy: 990
Movement. id: 12; pos: (82, 23); energy: 990
12: 81x22; health: 100; energy: 992
Movement. id: 13; pos: (25, 13); energy: 930
Defence. id: 13; pos: (25, 13); target: 51; defence: 13
Health redistribution. id: 13; pos: (25,13); attack: 20, -6; defence: 19, 6; speed: 10, 0
13: 18x13; health: 62; energy: 932
Movement. id: 14; pos: (55, 77); energy: 990
14: 55x76; health: 100; energy: 992
Movement. id: 15; pos: (40, 75); energy: 989
15: 40x74; health: 100; energy: 991
No movement. id: 16; pos: (49, 11); energy: 989
16: 49x11; health: 100; energy: 990
Movement. id: 17; pos: (63, 7); energy: 989
17: 62x6; health: 100; energy: 991
Movement. id: 18; pos: (81, 38); energy: 989
18: 80x38; health: 100; energy: 991
Movement. id: 19; pos: (73, 73); energy: 989
19: 72x73; health: 100; energy: 991
Movement. id: 20; pos: (48, 56); energy: 986
20: 47x55; health: 89; energy: 988
Added energy on point. id: 21; pos: (86, 45); energy: 846
Movement. id: 21; pos: (86, 46); energy: 844
21: 86x45; health: 55; energy: 746
Movement. id: 22; pos: (94, 44); energy: 989
22: 94x43; health: 100; energy: 991
Movement. id: 23; pos: (85, 60); energy: 969
23: 85x59; health: 59; energy: 971
Movement. id: 24; pos: (79, 24); energy: 989
24: 78x24; health: 100; energy: 991
Movement. id: 25; pos: (96, 62); energy: 963
25: 96x61; health: 78; energy: 965
Movement. id: 26; pos: (99, 8); energy: 990
26: 99x8; health: 100; energy: 992
27: 87x58; health: 55; energy: 0
Movement. id: 28; pos: (77, 9); energy: 263
28: 79x9; health: 55; energy: 265
No movement. id: 29; pos: (85, 59); energy: 822
Attack. id: 29; pos: (85, 59); target: 23; attack: 13
29: 85x59; health: 100; energy: 823
Added energy on point. id: 30; pos: (70, 33); energy: 976
No movement. id: 30; pos: (70, 33); energy: 975
30: 70x33; health: 100; energy: 876
Movement. id: 31; pos: (96, 61); energy: 852
Attack. id: 31; pos: (96, 61); target: 25; attack: 2
Health redistribution. id: 31; pos: (96,61); attack: 29, 1; defence: 51, -1; speed: 10, 0
31: 95x60; health: 90; energy: 854
Movement. id: 32; pos: (70, 62); energy: 950
32: 69x61; health: 98; energy: 952
Movement. id: 33; pos: (29, 36); energy: 950
33: 28x36; health: 100; energy: 952
No movement. id: 34; pos: (92, 99); energy: 954
34: 92x99; health: 100; energy: 955
Movement. id: 35; pos: (18, 54); energy: 951
35: 18x53; health: 100; energy: 953
Movement. id: 36; pos: (79, 90); energy: 951
36: 79x89; health: 100; energy: 953
No movement. id: 37; pos: (24, 43); energy: 952
37: 24x43; health: 100; energy: 953
Movement. id: 38; pos: (99, 13); energy: 952
38: 99x12; health: 100; energy: 954
Movement. id: 39; pos: (31, 64); energy: 952
39: 31x63; health: 100; energy: 954
Movement. id: 40; pos: (50, 99); energy: 954
40: 49x99; health: 100; energy: 956
Movement. id: 41; pos: (60, 85); energy: 955
41: 59x84; health: 100; energy: 957
Movement. id: 42; pos: (84, 94); energy: 956
42: 84x93; health: 100; energy: 958
No movement. id: 43; pos: (96, 99); energy: 956
43: 96x99; health: 100; energy: 957
Movement. id: 44; pos: (43, 59); energy: 949
44: 43x58; health: 94; energy: 951
Movement. id: 45; pos: (75, 59); energy: 955
45: 74x59; health: 100; energy: 957
Movement. id: 46; pos: (64, 20); energy: 956
46: 63x20; health: 100; energy: 958
Movement. id: 47; pos: (86, 64); energy: 955
47: 85x63; health: 100; energy: 957
Movement. id: 48; pos: (99, 15); energy: 957
48: 99x14; health: 100; energy: 959
No movement. id: 49; pos: (49, 84); energy: 958
49: 49x84; health: 100; energy: 959
Movement. id: 50; pos: (40, 55); energy: 944
50: 40x54; health: 93; energy: 946
Movement. id: 51; pos: (30, 17); energy: 965
51: 29x17; health: 100; energy: 967
Movement. id: 52; pos: (98, 99); energy: 971
52: 97x99; health: 100; energy: 973
Movement. id: 53; pos: (76, 64); energy: 973
53: 76x63; health: 100; energy: 975
Movement. id: 54; pos: (84, 39); energy: 973
54: 83x39; health: 100; energy: 975
Added energy on point. id: 55; pos: (99, 68); energy: 1000
No movement. id: 55; pos: (99, 68); energy: 999
55: 99x68; health: 97; energy: 994
Movement. id: 56; pos: (99, 10); energy: 973
56: 99x9; health: 100; energy: 975
No movement. id: 57; pos: (98, 11); energy: 972
57: 98x11; health: 100; energy: 973
No movement. id: 58; pos: (10, 45); energy: 971
58: 10x45; health: 100; energy: 972
Movement. id: 59; pos: (67, 64); energy: 971
59: 66x63; health: 100; energy: 973
No movement. id: 60; pos: (76, 99); energy: 971
60: 76x99; health: 100; energy: 972
Movement. id: 61; pos: (39, 14); energy: 970
61: 38x14; health: 100; energy: 972
Movement. id: 62; pos: (99, 16); energy: 972
62: 99x16; health: 100; energy: 974
Movement. id: 63; pos: (62, 20); energy: 972
63: 61x20; health: 100; energy: 974
No movement. id: 64; pos: (53, 99); energy: 974
64: 53x99; health: 100; energy: 975
Movement. id: 65; pos: (84, 27); energy: 976
65: 84x26; health: 100; energy: 978
No movement. id: 66; pos: (49, 99); energy: 973
66: 49x99; health: 100; energy: 974
Movement. id: 67; pos: (31, 23); energy: 972
67: 30x22; health: 100; energy: 974
Movement. id: 68; pos: (45, 99); energy: 972
68: 44x99; health: 100; energy: 974
Movement. id: 69; pos: (73, 32); energy: 968
69: 72x31; health: 92; energy: 970
Movement. id: 70; pos: (54, 16); energy: 942
Defence. id: 70; pos: (54, 16); target: 2; defence: 7
70: 48x17; health: 76; energy: 944
Movement. id: 71; pos: (40, 54); energy: 931
Attack. id: 71; pos: (40, 54); target: 50; attack: 6
71: 39x54; health: 100; energy: 933
Movement. id: 72; pos: (54, 16); energy: 987
72: 47x12; health: 70; energy: 989
Added energy on point. id: 73; pos: (86, 45); energy: 1000
No movement. id: 73; pos: (86, 45); energy: 999
Attack. id: 73; pos: (86, 45); target: 21; attack: 26
73: 86x45; health: 88; energy: 989
Added energy on point. id: 74; pos: (66, 9); energy: 1000
No movement. id: 74; pos: (66, 9); energy: 999
74: 66x9; health: 100; energy: 999
Added energy on point. id: 75; pos: (5, 64); energy: 1000
No movement. id: 75; pos: (5, 64); energy: 999
75: 5x64; health: 100; energy: 999
Added energy on point. id: 76; pos: (86, 45); energy: 1000
No movement. id: 76; pos: (86, 45); energy: 999
Attack. id: 76; pos: (86, 45); target: 21; attack: 21
76: 86x45; health: 100; energy: 989
step: 6
Movement. id: 0; pos: (55, 59); energy: 988
0: 54x59; health: 100; energy: 990
Added energy on point. id: 1; pos: (70, 33); energy: 729
No movement. id: 1; pos: (70, 33); energy: 728
Defence. id: 1; pos: (70, 33); target: 4; defence: 33
1: 70x33; health: 51; energy: 629
Added energy on point. id: 2; pos: (54, 16); energy: 1000
No movement. id: 2; pos: (54, 16); energy: 999
Defence. id: 2; pos: (54, 16); target: 72; defence: 14
2: 54x16; health: 92; energy: 958
Added energy on point. id: 3; pos: (99, 68); energy: 1000
No movement. id: 3; pos: (99, 68); energy: 999
Defence. id: 3; pos: (99, 68); target: 55; defence: 2
3: 99x68; health: 96; energy: 989
Added energy on point. id: 4; pos: (70, 33); energy: 1000
No movement. id: 4; pos: (70, 33); energy: 999
4: 70x33; health: 100; energy: 994
Movement. id: 5; pos: (21, 15); energy: 971
5: 20x15; health: 73; energy: 973
Movement. id: 6; pos: (20, 60); energy: 988
6: 19x60; health: 100; energy: 990
Movement. id: 7; pos: (77, 84); energy: 987
7: 76x84; health: 100; energy: 989
Movement. id: 8; pos: (25, 45); energy: 988
8: 25x44; health: 100; energy: 990
Movement. id: 9; pos: (20, 15); energy: 929
Attack. id: 9; pos: (20, 15); target: 5; attack: 20
9: 18x13; health: 98; energy: 931
Movement. id: 10; pos: (51, 40); energy: 988
10: 50x39; health: 100; energy: 990
Movement. id: 11; pos: (62, 45); energy: 987
11: 61x45; health: 100; energy: 989
Movement. id: 12; pos: (82, 24); energy: 988
12: 82x23; health: 100; energy: 990
Movement. id: 13; pos: (32, 13); energy: 918
Defence. id: 13; pos: (32, 13); target: 51; defence: 8
Health redistribution. id: 13; pos: (32,13); attack: 6, -1; defence: 25, 1; speed: 10, 0
13: 25x13; health: 49; energy: 920
Movement. id: 14; pos: (56, 78); energy: 988
14: 55x77; health: 100; energy: 990
Movement. id: 15; pos: (40, 76); energy: 987
15: 40x75; health: 100; energy: 989
Movement. id: 16; pos: (50, 12); energy: 987
16: 49x11; health: 100; energy: 989
No movement. id: 17; pos: (63, 7); energy: 988
17: 63x7; health: 100; energy: 989
Movement. id: 18; pos: (81, 39); energy: 987
18: 81x38; health: 100; energy: 989
Movement. id: 19; pos: (73, 74); energy: 987
19: 73x73; health: 100; energy: 989
No movement. id: 20; pos: (48, 56); energy: 985
20: 48x56; health: 89; energy: 986
Movement. id: 21; pos: (86, 47); energy: 362
21: 86x46; health: 55; energy: 364
Movement. id: 22; pos: (95, 44); energy: 987
22: 94x44; health: 100; energy: 989
Movement. id: 23; pos: (86, 60); energy: 962
23: 85x60; health: 55; energy: 964
Movement. id: 24; pos: (80, 24); energy: 987
24: 79x24; health: 100; energy: 989
Movement. id: 25; pos: (97, 63); energy: 956
25: 96x62; health: 76; energy: 958
No movement. id: 26; pos: (99, 8); energy: 989
26: 99x8; health: 100; energy: 990
27: 87x58; health: 55; energy: 0
Movement. id: 28; pos: (75, 9); energy: 261
28: 77x9; health: 55; energy: 263
Movement. id: 29; pos: (85, 60); energy: 810
Attack. id: 29; pos: (85, 60); target: 23; attack: 21
29: 85x59; health: 100; energy: 812
Added energy on point. id: 30; pos: (70, 33); energy: 1000
No movement. id: 30; pos: (70, 33); energy: 999
30: 70x33; health: 100; energy: 975
Movement. id: 31; pos: (96, 62); energy: 840
Attack. id: 31; pos: (96, 62); target: 25; attack: 5
Health redistribution. id: 31; pos: (96,62); attack: 30, 1; defence: 50, -1; speed: 10, 0
31: 96x61; health: 90; energy: 842
No movement. id: 32; pos: (70, 62); energy: 949
32: 70x62; health: 98; energy: 950
Movement. id: 33; pos: (29, 37); energy: 948
33: 29x36; health: 100; energy: 950
Movement. id: 34; pos: (93, 99); energy: 952
34: 92x99; health: 100; energy: 954
Movement. id: 35; pos: (19, 54); energy: 949
35: 18x54; health: 100; energy: 951
Movement. id: 36; pos: (80, 91); energy: 949
36: 79x90; health: 100; energy: 951
Movement. id: 37; pos: (25, 43); energy: 950
37: 24x43; health: 100; energy: 952
Movement. id: 38; pos: (99, 14); energy: 950
38: 99x13; health: 100; energy: 952
Movement. id: 39; pos: (32, 65); energy: 950
39: 31x64; health: 100; energy: 952
Movement. id: 40; pos: (51, 99); energy: 952
40: 50x99; health: 100; energy: 954
Movement. id: 41; pos: (61, 86); energy: 953
41: 60x85; health: 100; energy: 955
Movement. id: 42; pos: (85, 95); energy: 954
42: 84x94; health: 100; energy: 956
No movement. id: 43; pos: (96, 99); energy: 955
43: 96x99; health: 100; energy: 956
Movement. id: 44; pos: (44, 60); energy: 947
44: 43x59; health: 94; energy: 949
No movement. id: 45; pos: (75, 59); energy: 954
45: 75x59; health: 100; energy: 955
Movement. id: 46; pos: (64, 21); energy: 954
46: 64x20; health: 100; energy: 956
Movement. id: 47; pos: (86, 65); energy: 953
47: 86x64; health: 100; energy: 955
Movement. id: 48; pos: (99, 15); energy: 955
48: 99x15; health: 100; energy: 957
Movement. id: 49; pos: (50, 84); energy: 956
49: 49x84; health: 100; energy: 958
Movement. id: 50; pos: (41, 56); energy: 937
50: 40x55; health: 87; energy: 939
No movement. id: 51; pos: (30, 17); energy: 959
51: 30x17; health: 100; energy: 960
No movement. id: 52; pos: (98, 99); energy: 970
52: 98x99; health: 100; energy: 971
No movement. id: 53; pos: (76, 64); energy: 972
53: 76x64; health: 100; energy: 973
Movement. id: 54; pos: (85, 39); energy: 971
54: 84x39; health: 100; energy: 973
Added energy on point. id: 55; pos: (99, 68); energy: 1000
Movement. id: 55; pos: (99, 69); energy: 998
55: 99x68; health: 97; energy: 994
Movement. id: 56; pos: (99, 10); energy: 971
56: 99x10; health: 100; energy: 973
Movement. id: 57; pos: (98, 12); energy: 970
57: 98x11; health: 100; energy: 972
Movement. id: 58; pos: (11, 45); energy: 969
58: 10x45; health: 100; energy: 971
Movement. id: 59; pos: (67, 65); energy: 969
59: 67x64; health: 100; energy: 971
Movement. id: 60; pos: (77, 99); energy: 969
60: 76x99; health: 100; energy: 971
Movement. id: 61; pos: (40, 14); energy: 968
61: 39x14; health: 100; energy: 970
Movement. id: 62; pos: (99, 17); energy: 970
62: 99x16; health: 100; energy: 972
Movement. id: 63; pos: (63, 20); energy: 970
63: 62x20; health: 100; energy: 972
Movement. id: 64; pos: (53, 99); energy: 972
64: 53x99; health: 100; energy: 974
Movement. id: 65; pos: (84, 28); energy: 974
65: 84x27; health: 100; energy: 976
Movement. id: 66; pos: (49, 99); energy: 971
66: 49x99; health: 100; energy: 973
Movement. id: 67; pos: (32, 24); energy: 970
67: 31x23; health: 100; energy: 972
Movement. id: 68; pos: (46, 99); energy: 970
68: 45x99; health: 100; energy: 972
Movement. id: 69; pos: (74, 32); energy: 966
69: 73x32; health: 92; energy: 968
Added energy on point. id: 70; pos: (54, 16); energy: 1000
No movement. id: 70; pos: (54, 16); energy: 999
Defence. id: 70; pos: (54, 16); target: 2; defence: 13
70: 54x16; health: 69; energy: 932
Movement. id: 71; pos: (40, 55); energy: 919
Attack. id: 71; pos: (40, 55); target: 50; attack: 11
71: 40x54; health: 100; energy: 921
Added energy on point. id: 72; pos: (54, 16); energy: 1000
No movement. id: 72; pos: (54, 16); energy: 999
72: 54x16; health: 70; energy: 982
Added energy on point. id: 73; pos: (86, 45); energy: 1000
No movement. id: 73; pos: (86, 45); energy: 999
Attack. id: 73; pos: (86, 45); target: 21; attack: 30
73: 86x45; health: 88; energy: 989
Added energy on point. id: 74; pos: (66, 9); energy: 1000
No movement. id: 74; pos: (66, 9); energy: 999
74: 66x9; health: 100; energy: 999
Added energy on point. id: 75; pos: (5, 64); energy: 1000
No movement. id: 75; pos: (5, 64); energy: 999
75: 5x64; health: 100; energy: 999
Added energy on point. id: 76; pos: (86, 45); energy: 1000
No movement. id: 76; pos: (86, 45); energy: 999
Attack. id: 76; pos: (86, 45); target: 21; attack: 26
Kill. id: 76; pos: (86, 45); target: 21
76: 86x45; health: 100; energy: 989
step: 7
Movement. id: 0; pos: (55, 60); energy: 986
0: 55x59; health: 100; energy: 988
Added energy on point. id: 1; pos: (70, 33); energy: 488
No movement. id: 1; pos: (70, 33); energy: 487
Defence. id: 1; pos: (70, 33); target: 4; defence: 18
1: 70x33; health: 51; energy: 388
Added energy on point. id: 2; pos: (54, 16); energy: 1000
No movement. id: 2; pos: (54, 16); energy: 999
Defence. id: 2; pos: (54, 16); target: 72; defence: 10
2: 54x16; health: 78; energy: 984
Added energy on point. id: 3; pos: (99, 68); energy: 1000
No movement. id: 3; pos: (99, 68); energy: 999
Defence. id: 3; pos: (99, 68); target: 55; defence: 2
3: 99x68; health: 94; energy: 989
Added energy on point. id: 4; pos: (70, 33); energy: 1000
No movement. id: 4; pos: (70, 33); energy: 999
4: 70x33; health: 100; energy: 994
Movement. id: 5; pos: (22, 16); energy: 964
5: 21x15; health: 55; energy: 966
Movement. id: 6; pos: (20, 61); energy: 986
6: 20x60; health: 100; energy: 988
No movement. id: 7; pos: (77, 84); energy: 986
7: 77x84; health: 100; energy: 987
Movement. id: 8; pos: (26, 46); energy: 986
8: 25x45; health: 100; energy: 988
Movement. id: 9; pos: (21, 15); energy: 917
Attack. id: 9; pos: (21, 15); target: 5; attack: 28
9: 20x15; health: 98; energy: 919
No movement. id: 10; pos: (51, 40); energy: 987
10: 51x40; health: 100; energy: 988
Movement. id: 11; pos: (63, 46); energy: 985
11: 62x45; health: 100; energy: 987
Movement. id: 12; pos: (82, 25); energy: 986
12: 82x24; health: 100; energy: 988
Movement. id: 13; pos: (39, 14); energy: 906
Defence. id: 13; pos: (39, 14); target: 61; defence: 22
Health redistribution. id: 13; pos: (39,14); attack: 0, 1; defence: 26, -1; speed: 10, 0
13: 32x13; health: 41; energy: 908
Movement. id: 14; pos: (56, 79); energy: 986
14: 56x78; health: 100; energy: 988
Movement. id: 15; pos: (41, 76); energy: 985
15: 40x76; health: 100; energy: 987
No movement. id: 16; pos: (50, 12); energy: 986
16: 50x12; health: 100; energy: 987
No movement. id: 17; pos: (63, 7); energy: 987
17: 63x7; health: 100; energy: 988
No movement. id: 18; pos: (81, 39); energy: 986
18: 81x39; health: 100; energy: 987
Movement. id: 19; pos: (73, 75); energy: 985
19: 73x74; health: 100; energy: 987
Movement. id: 20; pos: (49, 56); energy: 983
20: 48x56; health: 89; energy: 985
21: 86x47; health: 55; energy: 0
Movement. id: 22; pos: (96, 44); energy: 985
22: 95x44; health: 100; energy: 987
No movement. id: 23; pos: (86, 60); energy: 746
23: 86x60; health: 55; energy: 747
No movement. id: 24; pos: (80, 24); energy: 986
24: 80x24; health: 100; energy: 987
Movement. id: 25; pos: (98, 64); energy: 949
25: 97x63; health: 71; energy: 951
No movement. id: 26; pos: (99, 8); energy: 988
26: 99x8; health: 100; energy: 989
27: 87x58; health: 55; energy: 0
Movement. id: 28; pos: (73, 9); energy: 259
28: 75x9; health: 55; energy: 261
